Username	Machine	Username_status	lapse_date	status	Dept	Faculty

acdrhg1	ARC1	l	2011-10-14 14:39:05.0	Staff	MEN	Faculty of Engineering
amt5jls	ARC1	d	2017-06-16 14:58:05.0	Staff	MEN	Faculty of Engineering
amt6dwh	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amt6dwh	ARC1	l	2018-01-17 11:46:47.53	Staff	AMT	Faculty of Maths & Physical Sciences
amt6dwh	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amt6saef	MARC1	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amt6saef	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amt6saef	ARC1	l	2018-01-17 11:46:47.57	Staff	AMT	Faculty of Maths & Physical Sciences
amt6saef	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amt6xw	ARC1	l	2017-06-16 14:58:05.0	Staff	EAR	Faculty of Environment
amt6xw	ARC2	a	n/a	Staff	EAR	Faculty of Environment
amtabu	ARC3	a	n/a	Staff	MAT	Faculty of Maths & Physical Sciences
amtabu	ARC2	a	n/a	Staff	MAT	Faculty of Maths & Physical Sciences
amtajb	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtajb	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtajb	ARC1	l	2018-01-17 11:46:47.61	Staff	AMT	Faculty of Maths & Physical Sciences
amtcb	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtcb	ARC1	l	2017-06-16 14:58:05.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtcb	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtcrd	ARC1	d	2014-12-11 09:46:23.207	Staff	AMT	Faculty of Maths & Physical Sciences
amteke	ARC1	l	2018-01-17 11:46:47.633	Staff	AMT	Faculty of Maths & Physical Sciences
amtgl	ARC1	l	2017-06-16 14:58:06.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtgl	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtgl	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtgwm	ARC3	a	n/a	Staff	EAR	Faculty of Environment
amtgwm	ARC2	a	n/a	Staff	EAR	Faculty of Environment
amtgwm	ARC1	l	2018-01-17 11:46:47.673	Staff	EAR	Faculty of Environment
amthf	ARC1	l	2018-01-17 11:46:47.697	External	AMT	Faculty of Maths & Physical Sciences
amtjma	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtjma	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtjnv	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtjnv	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtjp	ARC3	a	n/a	Staff	STA	Faculty of Maths & Physical Sciences
amtjp	ARC1	l	2017-06-16 14:58:06.0	Staff	STA	Faculty of Maths & Physical Sciences
amtjp	ARC2	a	n/a	Staff	STA	Faculty of Maths & Physical Sciences
amtkh	ARC3	a	n/a	Staff	MAT	Faculty of Maths & Physical Sciences
amtkh	ARC1	l	2018-01-17 11:46:47.727	Staff	MAT	Faculty of Maths & Physical Sciences
amtkh	ARC2	a	n/a	Staff	MAT	Faculty of Maths & Physical Sciences
amtljsi	ARC1	l	2018-01-17 11:46:47.75	External	AMT	Faculty of Maths & Physical Sciences
amtmg	ARC1	l	2017-06-16 14:58:06.0	Project	AMT	Faculty of Maths & Physical Sciences
amtmg	ARC2	a	n/a	Project	AMT	Faculty of Maths & Physical Sciences
amtmk	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtmk	ARC1	l	2018-01-17 11:46:47.77	Staff	AMT	Faculty of Maths & Physical Sciences
amtmk	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtmmi	ARC1	l	2018-01-17 11:46:47.8	External	AMT	Faculty of Maths & Physical Sciences
amtmsa	ARC1	l	2017-06-16 14:58:06.0	Visitor	AMT	Faculty of Maths & Physical Sciences
amtmsa	ARC2	l	2018-04-16 11:12:32.0	Visitor	AMT	Faculty of Maths & Physical Sciences
amtnku	ARC1	l	2017-06-16 14:58:06.0	Visitor	AMT	Faculty of Maths & Physical Sciences
amtop	ARC2	d	2016-04-01 08:07:41.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtop	ARC1	d	2016-04-01 08:07:41.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtpb	ARC1	d	2010-10-14 09:57:37.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtpw	ARC1	l	2018-01-17 11:46:47.933	External	AMT	Faculty of Maths & Physical Sciences
amtrba	ARC1	d	2014-04-02 15:58:08.0	Visitor	AMT	Faculty of Maths & Physical Sciences
amtrt	ARC1	d	2015-02-02 10:09:30.003	Staff	MAT	Faculty of Maths & Physical Sciences
amtsmh	ARC1	d	2012-10-10 08:00:07.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtsmt	ARC1	l	2018-01-17 11:46:47.963	Staff	AMT	Faculty of Maths & Physical Sciences
amtsmt	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtsmt	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtssh	ARC1	d	2014-04-04 09:56:50.0	Visitor	AMT	Faculty of Maths & Physical Sciences
amtsyoo	ARC1	d	2014-02-03 10:02:57.18	Staff	MAT	Faculty of Maths & Physical Sciences
amttwo	ARC2	d	2016-03-17 08:19:11.58	Staff	MAT	Faculty of Maths & Physical Sciences
amttwo	ARC1	d	2016-03-17 08:19:11.62	Staff	MAT	Faculty of Maths & Physical Sciences
amtvb	ARC1	l	2017-06-16 14:58:06.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtvb	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtvd	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtvd	ARC1	l	2018-01-17 11:46:47.997	Staff	AMT	Faculty of Maths & Physical Sciences
amtvd	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtvl	ARC1	d	2015-05-11 08:08:26.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtvl	ARC2	d	2015-05-11 08:08:26.0	Staff	AMT	Faculty of Maths & Physical Sciences
amtwd	ARC1	d	2016-12-02 08:49:47.783	Staff	AMT	Faculty of Maths & Physical Sciences
amtwd	ARC2	d	2016-12-02 08:49:47.75	Staff	AMT	Faculty of Maths & Physical Sciences
amtyt	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
amtyt	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
bgy1jww	ARC1	d	2010-10-01 08:11:13.0	P/G	FBS	Faculty of Biological Sciences
bgy2mj	ARC1	d	2013-04-29 00:00:00.0	Alumni	GEO	Faculty of Environment
bgy9bm	ARC2	a	n/a	P/G	PRE	Faculty of Engineering
bgy9bm	ARC1	l	2017-06-16 14:58:06.0	P/G	PRE	Faculty of Engineering
bgy9bm	ARC3	a	n/a	P/G	PRE	Faculty of Engineering
bgycels	MARC1	a	n/a	Staff	IBC	Faculty of Medicine & Health
bgyhmw	MARC1	a	n/a	Staff	MEC	Faculty of Medicine & Health
bgyhmw	ARC2	a	n/a	Staff	MEC	Faculty of Medicine & Health
bgyhmw	ARC1	l	2017-06-16 14:58:06.0	Staff	MEC	Faculty of Medicine & Health
bgykjm	ARC2	a	n/a	Staff	FBS	Faculty of Biological Sciences
bgykjm	ARC1	l	2017-06-16 14:58:06.0	Staff	FBS	Faculty of Biological Sciences
bgysjgo	ARC1	l	2017-06-16 14:58:06.0	Staff	FBS	Faculty of Biological Sciences
bgysjgo	ARC2	a	n/a	Staff	FBS	Faculty of Biological Sciences
bgysjgo	MARC1	a	n/a	Staff	FBS	Faculty of Biological Sciences
bgyswh	ARC3	a	n/a	Staff	FBS	Faculty of Biological Sciences
bgyswh	ARC1	l	2017-02-20 12:02:08.217	Staff	FBS	Faculty of Biological Sciences
bgyswh	ARC2	a	n/a	Staff	FBS	Faculty of Biological Sciences
bmb0jpal	ARC1	d	2014-12-22 00:00:00.0	P/G	CHM	Faculty of Maths & Physical Sciences
bmb1rwm	ARC1	d	2012-09-12 00:00:00.0	Alumni	FBS	Faculty of Biological Sciences
bmbcdt	ARC1	l	2017-06-16 14:58:06.0	Staff	FBS	Faculty of Biological Sciences
bmbcdt	ARC2	a	n/a	Staff	FBS	Faculty of Biological Sciences
bmbdrw	ARC1	l	2017-06-16 14:58:06.0	Staff	FBS	Faculty of Biological Sciences
bmbdrw	MARC1	a	n/a	Staff	FBS	Faculty of Biological Sciences
bmbgeb	ARC1	l	2017-06-16 14:58:06.0	Staff	FBS	Faculty of Biological Sciences
bmbnar	ARC1	l	2017-06-16 14:58:06.0	Staff	FBS	Faculty of Biological Sciences
bmbnar	ARC2	a	n/a	Staff	FBS	Faculty of Biological Sciences
bmbnar	MARC1	a	n/a	Staff	FBS	Faculty of Biological Sciences
bmboo	ARC1	l	2015-12-16 00:00:00.0	P/G	FBS	Faculty of Biological Sciences
bmbscw	ARC1	l	2017-06-16 14:58:06.0	Staff	FBS	Faculty of Biological Sciences
bmbsmk	ARC1	d	2017-01-18 11:33:22.967	Staff	FBS	Faculty of Biological Sciences
bmbsmk	ARC2	d	2017-01-18 11:33:22.99	Staff	FBS	Faculty of Biological Sciences
bmbsmk	MARC1	l	2017-01-18 11:33:23.043	Staff	FBS	Faculty of Biological Sciences
bn09o2a	ARC3	a	n/a	P/G	BUS	Faculty of Business
bn09o2a	ARC2	a	n/a	P/G	BUS	Faculty of Business
bn10ejf	ARC2	a	n/a	P/G	MRP	Faculty of Medicine & Health
bn10ejf	ARC3	a	n/a	P/G	MRP	Faculty of Medicine & Health
bn11ke	ARC2	d	2017-07-05 00:00:00.0	Recent Alumni	BUS	Faculty of Business
bn11ke	ARC1	d	2017-06-16 14:58:06.0	Recent Alumni	BUS	Faculty of Business
bn12aaa	ARC1	l	2017-06-16 14:58:06.0	P/G	BUS	Faculty of Business
bn12aaa	ARC2	a	n/a	P/G	BUS	Faculty of Business
bn12aaa	ARC3	a	n/a	P/G	BUS	Faculty of Business
bn13apy	ARC2	a	n/a	P/G	BUS	Faculty of Business
bn13apy	ARC3	a	n/a	P/G	BUS	Faculty of Business
bn13car	MARC1	a	n/a	P/G	BUS	Faculty of Business
bn13car	ARC2	a	n/a	P/G	BUS	Faculty of Business
bn13car	ARC1	l	2017-06-16 14:58:06.0	P/G	BUS	Faculty of Business
bn13jmlv	ARC1	l	2017-06-16 14:58:06.0	P/G	BUS	Faculty of Business
bn13jmlv	ARC2	a	n/a	P/G	BUS	Faculty of Business
bn13ukd	ARC1	l	2017-06-16 14:58:06.0	P/G	BUS	Faculty of Business
bn13ukd	ARC2	a	n/a	P/G	BUS	Faculty of Business
bn13ukd	ARC3	a	n/a	P/G	BUS	Faculty of Business
bn14a5b	ARC3	a	n/a	P/G	AMT	Faculty of Maths & Physical Sciences
bn14a5b	ARC1	l	2017-06-16 14:58:06.0	P/G	AMT	Faculty of Maths & Physical Sciences
bn14a5b	ARC2	a	n/a	P/G	AMT	Faculty of Maths & Physical Sciences
bn14cmc	ARC2	a	n/a	P/G	BUS	Faculty of Business
bn14cmc	ARC1	l	2017-06-16 14:58:06.0	P/G	BUS	Faculty of Business
bn14jec	ARC3	a	n/a	P/G	BUS	Faculty of Business
bn14jec	ARC2	a	n/a	P/G	BUS	Faculty of Business
bn14m5c	ARC3	a	n/a	P/G	TRA	Faculty of Environment
bn14m5c	ARC2	a	n/a	P/G	TRA	Faculty of Environment
bnnswf	ARC3	a	n/a	P/G	BUS	Faculty of Business
bnnswf	MARC1	a	n/a	P/G	BUS	Faculty of Business
bnnswf	ARC2	a	n/a	P/G	BUS	Faculty of Business
bnra	ARC3	a	n/a	P/G	BUS	Faculty of Business
bnra	ARC2	a	n/a	P/G	BUS	Faculty of Business
bnujg	ARC1	l	2017-06-16 14:58:07.0	P/G	BUS	Faculty of Business
bnujg	ARC2	a	n/a	P/G	BUS	Faculty of Business
bnyz	ARC2	a	n/a	P/G	BUS	Faculty of Business
bnyz	ARC1	l	2017-06-16 14:58:07.0	P/G	BUS	Faculty of Business
bs06lw	ARC1	d	2012-02-27 00:00:00.0	Alumni	FBS	Faculty of Biological Sciences
bs07jw	ARC1	d	2013-10-22 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs07mfk	ARC1	d	2014-04-11 00:00:00.0	Recent Alumni	CEN	Faculty of Engineering
bs08d2s	ARC1	d	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs08j2c	ARC1	d	2017-05-02 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs08j2c	ARC2	d	2017-05-02 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs08j2c	MARC1	l	2017-05-02 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs09s2k	ARC1	l	2012-08-28 00:00:00.0	P/G	CHM	Faculty of Maths & Physical Sciences
bs09s3h	ARC2	d	2017-08-23 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs09s3h	ARC1	d	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs10d2h	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bs10d2h	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs10d2h	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs10g3c	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs10g3c	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs10g3c	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bs10k4m	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs10k4m	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs10nm	ARC1	d	2013-08-27 00:00:00.0	Alumni	BMB	Faculty of Biological Sciences
bs11bttb	ARC1	l	2017-06-16 14:58:07.0	P/G	PRE	Faculty of Engineering
bs11bttb	ARC2	a	n/a	P/G	PRE	Faculty of Engineering
bs11bttb	ARC3	a	n/a	P/G	PRE	Faculty of Engineering
bs11kd	ARC1	d	2012-12-19 00:00:00.0	Alumni	FBS	Faculty of Biological Sciences
bs11nh	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs11nh	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs11rb	ARC1	d	2015-09-02 00:00:00.0	Recent Alumni	BMB	Faculty of Biological Sciences
bs11rb	ARC2	d	2015-09-02 00:00:00.0	Recent Alumni	BMB	Faculty of Biological Sciences
bs11t2r	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs11t2r	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs11t2r	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs12b2g	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bs12b2g	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs12fnza	ARC1	l	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs12fnza	ARC2	l	2018-07-02 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs12fnza	MARC1	l	2018-07-02 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs12g2p	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs12g2p	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs12hjsc	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs12hjsc	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs12jj	ARC1	d	2016-08-30 00:00:00.0	Recent Alumni	BMB	Faculty of Biological Sciences
bs12jj	ARC2	d	2016-08-30 00:00:00.0	Recent Alumni	BMB	Faculty of Biological Sciences
bs12tmd	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs13etb	ARC2	a	n/a	P/G	MRP	Faculty of Medicine & Health
bs13etb	MARC1	a	n/a	P/G	MRP	Faculty of Medicine & Health
bs13etb	ARC3	a	n/a	P/G	MRP	Faculty of Medicine & Health
bs14aomh	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs14aomh	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs14aomh	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bs15e2h	MARC1	a	n/a	U/G Year 3	BMB	Faculty of Biological Sciences
bs15e2h	ARC3	a	n/a	U/G Year 3	BMB	Faculty of Biological Sciences
bs15e2h	ARC2	a	n/a	U/G Year 3	BMB	Faculty of Biological Sciences
bs15krb	MARC1	l	2016-12-21 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bs16aaa	ARC3	a	n/a	Masters Student	FBS	Faculty of Biological Sciences
bs16aaa	ARC2	a	n/a	Masters Student	FBS	Faculty of Biological Sciences
bs16gn	ARC3	a	n/a	P/G	DEN	Faculty of Medicine & Health
bs16gn	MARC1	a	n/a	P/G	DEN	Faculty of Medicine & Health
bs16gn	ARC2	a	n/a	P/G	DEN	Faculty of Medicine & Health
bsad	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsad	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsad	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bsad	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsal	ARC2	d	2017-06-22 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsal	ARC1	d	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsasta	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsasta	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsasta	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsasta	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bsavgs	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsavgs	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bscb	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bscb	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bscb	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bscb	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bscgs	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bscgs	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bscs	ARC1	d	2016-07-14 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsdn	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsdn	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsdo	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsdo	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsdo	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsdpk	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsdpk	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bseec	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bseec	ARC1	l	2018-01-17 11:46:48.02	P/G	FBS	Faculty of Biological Sciences
bseec	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsekp	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsekp	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bsekp	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsgr	ARC1	d	2016-05-11 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsgr	ARC2	d	2016-05-11 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsgt	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bsgt	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bshcf	ARC1	d	2015-07-29 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bshs	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bshs	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bshs	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsib	ARC1	d	2015-04-29 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsid	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsid	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsit	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsit	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsit	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsjc	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsjfr	ARC1	d	2014-09-01 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsjpd	ARC2	d	2015-09-14 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsjpd	ARC1	d	2015-09-14 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsjss	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsjss	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsjve	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsjve	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsjw	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsjw	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bskcd	ARC1	d	2013-09-12 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsknb	ARC1	d	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsknb	ARC2	d	2017-08-23 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsknb	MARC1	l	2017-08-23 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bskp	ARC1	d	2015-09-30 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bskp	ARC2	d	2015-09-30 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bslpo	ARC1	l	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bslpo	ARC2	l	2017-10-11 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bslsm	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bslz	MARC1	l	2017-07-07 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bslz	ARC2	d	2017-07-07 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bslz	ARC1	d	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsma	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsma	ARC1	l	2017-06-16 14:58:07.0	P/G	FBS	Faculty of Biological Sciences
bsmg	ARC2	l	2018-07-04 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsmg	ARC1	l	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsnas	ARC1	d	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsnas	ARC2	d	2017-06-28 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsoc	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsoc	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsokk	ARC1	l	2017-06-16 14:58:07.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsokk	ARC2	l	2018-05-17 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsplr	ARC1	l	2017-06-16 14:58:08.0	P/G	FBS	Faculty of Biological Sciences
bspm	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bspm	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bspm	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bspm	ARC1	l	2017-06-16 14:58:08.0	P/G	FBS	Faculty of Biological Sciences
bspr	ARC1	d	2013-02-18 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsrmw	ARC1	d	2012-04-26 14:40:04.0	P/G	FBS	Faculty of Biological Sciences
bsrt	ARC1	d	2016-06-07 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsrt	ARC2	d	2016-06-07 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bsru	MARC1	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsru	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bsru	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bssdr	ARC2	l	2017-11-28 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bssdr	ARC1	l	2017-06-16 14:58:08.0	Recent Alumni	FBS	Faculty of Biological Sciences
bssjd	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bssjd	ARC1	l	2017-06-16 14:58:08.0	P/G	FBS	Faculty of Biological Sciences
bssjd	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bssjh	ARC3	a	n/a	P/G	FBS	Faculty of Biological Sciences
bssjh	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bssk	ARC1	d	2011-02-24 08:56:24.037	Alumni	FBS	Faculty of Biological Sciences
bssst	ARC1	d	2016-06-01 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bssw	ARC2	a	n/a	P/G	FBS	Faculty of Biological Sciences
bstal	ARC2	l	2018-03-05 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bstk	ARC1	d	2014-06-10 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
bstk	ARC2	d	2014-06-10 00:00:00.0	Recent Alumni	FBS	Faculty of Biological Sciences
busachoa	ARC3	a	n/a	Staff	MAN	Faculty of Business
busachoa	ARC2	a	n/a	Staff	MAN	Faculty of Business
busajddr	ARC1	l	2017-06-16 14:58:08.0	Staff	ACC	Faculty of Business
bused	ARC1	l	2017-06-16 14:58:08.0	Staff	MAR	Faculty of Business
bused	ARC2	l	2017-09-14 11:54:55.0	Staff	MAR	Faculty of Business
buseko	ARC3	a	n/a	Staff	MAN	Faculty of Business
buseko	ARC2	a	n/a	Staff	MAN	Faculty of Business
busfi	ARC3	a	n/a	Staff	ACC	Faculty of Business
busfi	ARC2	a	n/a	Staff	ACC	Faculty of Business
bushw	ARC1	d	2016-06-15 13:07:51.0	Staff	BUS	Faculty of Business
buskc	ARC1	l	2017-06-16 14:58:08.0	Staff	ECO	Faculty of Business
buskc	ARC2	a	n/a	Staff	ECO	Faculty of Business
buskc	ARC3	a	n/a	Staff	ECO	Faculty of Business
busmali	ARC1	l	2017-06-16 14:58:08.0	Staff	CIB	Faculty of Business
busmali	ARC2	a	n/a	Staff	CIB	Faculty of Business
busmca	ARC2	a	n/a	Staff	MAN	Faculty of Business
busmca	ARC1	l	2017-06-16 14:58:08.0	Staff	MAN	Faculty of Business
busqzh	ARC1	d	2015-08-13 14:12:33.0	Staff	ACC	Faculty of Business
busreho	ARC2	a	n/a	Staff	MAN	Faculty of Business
busreho	ARC1	l	2017-06-16 14:58:08.0	Staff	MAN	Faculty of Business
busreho	ARC3	a	n/a	Staff	MAN	Faculty of Business
